13,1,1400,1849755,147
13,2,1500,1717700,163
13,3,1600,1603200,157
13,4,1700,1503038,183
13,5,1796,1414550,91
13,6,1795,1338928,99
13,7,1800,1339638,60
13,8,1796,1335938,92
13,9,1796,1338937,108
13,10,1800,1338923,89
13,11,1799,1335874,20
13,12,1795,1336487,-90
13,13,1799,1339627,105
13,14,1798,1336590,-12
13,15,1796,1337361,51
13,16,1798,1338845,28
13,17,1796,1337491,170
13,18,1798,1339036,183
13,19,1796,1337413,46
13,20,1798,1339004,189
13,21,1799,1337446,77
13,22,1800,1336743,149
13,23,1798,1336060,188
13,24,1800,1337537,168
13,25,1796,1335978,100
13,26,1796,1338940,108
13,27,1800,1338984,150
13,28,1798,1335994,121
13,29,1798,1337557,208
13,30,1795,1337503,128
13,31,1793,1339734,147
13,32,1795,1341285,199
13,33,1798,1339770,162
13,34,1798,1337607,246
13,35,1798,1337399,13